A,ए,एक,कोई,अ,,,,Khushi,esign
encourage,,,,,,,,Khushi,hamnosys list
engine,,,,,,,,Khushi,hamnosys list
engineer,,,,,,,,Khushi,hamnosys list
enjoy,,,,,,,,Khushi,hamnosys list
equator,,,,,,,,Khushi,hamnosys list
eraser,,,,,,,Sign not available,Khushi,hamnosys list
escape,,,,,,,,Khushi,hamnosys list
essay,,,,,,,,Khushi,hamnosys list
evening,,,,,,,,Khushi,hamnosys list
examination,,,,,,,,Khushi,hamnosys list
examine,,,,,,,,Khushi,hamnosys list
exchange,,,,,,,,Khushi,hamnosys list
experience,,,,,,,,Khushi,hamnosys list
eyelash,,,,,,,,Khushi,hamnosys list
fail/loser,,,,,,,sign not available,Khushi,hamnosys list
fall,,,,,,,,Khushi,hamnosys list
far,,,,,,,,Khushi,hamnosys list
farmer,,,,,,,,Khushi,hamnosys list
fat,,,,,,,,Khushi,hamnosys list
factory,,,,,,,,Khushi,hamnosys list
feed,,,,,,,sign not available,Khushi,hamnosys list
feel,,,,,,,,Khushi,hamnosys list
ice,,,,,,,,Khushi,hamnosys list
ignore,,,,,,,,Khushi,hamnosys list
improve,,,,,,,,Khushi,hamnosys list
in,,,,,,,,Khushi,hamnosys list
inagurate,,,,,,,,Khushi,hamnosys list
inch,,,,,,,,Khushi,hamnosys list
increase,,,,,,,,Khushi,hamnosys list
india,,,,,,,,Khushi,hamnosys list
union territories,,,,,,,,Khushi,hamnosys list
information,,,,,,,,Khushi,hamnosys list
in front of,,,,,,,,Khushi,hamnosys list
injection,,,,,,,,Khushi,hamnosys list
interfere,,,,,,,,Khushi,hamnosys list
intelligent,,,,,,,,Khushi,hamnosys list
introduce,,,,,,,,Khushi,hamnosys list
invent,,,,,,,,Khushi,hamnosys list
Jain,,,,,,,,Khushi,hamnosys list
Jaipur,,,,,,,,Khushi,hamnosys list
Jealous,,,,,,,,Khushi,hamnosys list
Jeep,,,,,,,,Khushi,hamnosys list
Jesus,,,,,,,,Khushi,hamnosys list
Jammu & Kashmir,,,,,,,,Khushi,hamnosys list
Join,,,,,,,,Khushi,hamnosys list
Jug,,,,,,,,Khushi,hamnosys list
Jump,,,,,,,,Khushi,hamnosys list
kannada,,,,,,,,Khushi,hamnosys list
kanpur,,,,,,,,Khushi,hamnosys list
karate,,,,,,,,Khushi,hamnosys list
keep,,,,,,,,Khushi,hamnosys list
kerala,,,,,,,,Khushi,hamnosys list
key,,,,,,,,Khushi,hamnosys list
kick,,,,,,,,Khushi,hamnosys list
kill,,,,,,,,Khushi,hamnosys list
kilogram,,,,,,,,Khushi,hamnosys list
kilometer,,,,,,,,Khushi,hamnosys list
kite,,,,,,,,Khushi,hamnosys list
knife,,,,,,,,Khushi,hamnosys list
knit,,,,,,,,Khushi,hamnosys list
know,,,,,,,,Khushi,hamnosys list
knowledge,,,,,,,,Khushi,hamnosys list
krishna,,,,,,,,Khushi,hamnosys list
laboratory,,,,,,,,Khushi,hamnosys list
ladder,,,,,,,,Khushi,hamnosys list
lady's-finger,,,,,,,,Khushi,hamnosys list
languages,,,,,,,Sign not available,Khushi,hamnosys list
late,,,,,,,,Khushi,hamnosys list
laugh,,,,,,,,Khushi,hamnosys list
lead,,,,,,,,Khushi,hamnosys list
leafy-vegetables,,,,,,,,Khushi,hamnosys list
leak,,,,,,,,Khushi,hamnosys list
learn,,,,,,,,Khushi,hamnosys list
leave,,,,,,,,Khushi,hamnosys list
lecturer,,,,,,,,Khushi,hamnosys list
lend,,,,,,,,Khushi,hamnosys list
letter,,,,,,,,Khushi,hamnosys list
library,,,,,,,,Khushi,hamnosys list
lick,,,,,,,,Khushi,hamnosys list
light-house,,,,,,,,Khushi,hamnosys list
like,,,,,,,,Khushi,hamnosys list
list,,,,,,,,Khushi,hamnosys list
litter,,,,,,,,Khushi,hamnosys list
lock,,,,,,,,Khushi,hamnosys list
lorry,,,,,,,,Khushi,hamnosys list
lose,,,,,,,,Khushi,hamnosys list
lotus,,,,,,,,Khushi,hamnosys list
love,,,,,,,,Khushi,hamnosys list
lakhnow,,,,,,,Sign not available,Khushi,hamnosys list
nagpur,,,,,,,,Khushi,hamnosys list
nails,,,,,,,,Khushi,hamnosys list
near,,,,,,,,Khushi,hamnosys list
need,,,,,,,,Khushi,hamnosys list
needle,,,,,,,,Khushi,hamnosys list
never,,,,,,,,Khushi,hamnosys list
news,,,,,,,,Khushi,hamnosys list
night,,,,,,,,Khushi,hamnosys list
north-pole,,,,,,,,Khushi,hamnosys list
note-book,,,,,,,,Khushi,hamnosys list
note/money,,,,,,,,Khushi,hamnosys list
now,,,,,,,,Khushi,hamnosys list
nurse,,,,,,,,Khushi,hamnosys list
office,,,,,,,,Khushi,hamnosys list
officer,,,,,,,,Khushi,hamnosys list
often,,,,,,,,Khushi,hamnosys list
olympics,,,,,,,,Khushi,hamnosys list
on,,,,,,,,Khushi,hamnosys list
one rupee,,,,,,,,Khushi,hamnosys list
onion,,,,,,,,Khushi,hamnosys list
ooty,,,,,,,,Khushi,hamnosys list
open,,,,,,,,Khushi,hamnosys list
operation,,,,,,,,Khushi,hamnosys list
order,,,,,,,,Khushi,hamnosys list
oriya,,,,,,,,Khushi,hamnosys list
our,,,,,,,,Khushi,hamnosys list
ourself,,,,,,,,Khushi,hamnosys list
out,,,,,,,,Khushi,hamnosys list
over,,,,,,,,Khushi,hamnosys list
question,,,,,,,,Khushi,hamnosys list
quote,,,,,,,,Khushi,hamnosys list
quran,,,,,,,,Khushi,hamnosys list
umbrella,,,,,,,,Khushi,hamnosys list
under,,,,,,,,Khushi,hamnosys list
understand,,,,,,,,Khushi,hamnosys list
uniform,,,,,,,,Khushi,hamnosys list
university,,,,,,,,Khushi,hamnosys list
until,,,,,,,,Khushi,hamnosys list
up,,,,,,,,Khushi,hamnosys list
urdu,,,,,,,,Khushi,hamnosys list
us,,,,,,,,Khushi,hamnosys list
vadodara,,,,,,,,Khushi,hamnosys list
van,,,,,,,,Khushi,hamnosys list
vapour,,,,,,,,Khushi,hamnosys list
vegetables,,,,,,,,Khushi,hamnosys list
velvet,,,,,,,,Khushi,hamnosys list
visit,,,,,,,,Khushi,hamnosys list
volleyball,,,,,,,,Khushi,hamnosys list
vomit,,,,,,,,Khushi,hamnosys list
vote,,,,,,,,Khushi,hamnosys list
x-ray,,,,,,,,Khushi,hamnosys list
zebra-crossing,,,,,,,,Khushi,hamnosys list
zoo,,,,,,,,Khushi,hamnosys list
yesterday,,,,,,,,Khushi,hamnosys list
you,,,,,,,,Khushi,hamnosys list
your,,,,,,,,Khushi,hamnosys list
yourself,,,,,,,,Khushi,hamnosys list
wait,,,,,,,,Khushi,hamnosys list
wall-clock,,,,,,,,Khushi,hamnosys list
want,,,,,,,,Khushi,hamnosys list
wash,,,,,,,,Khushi,hamnosys list
waste,,,,,,,,Khushi,hamnosys list
water,,,,,,,,Khushi,hamnosys list
water-bottle,,,,,,,,Khushi,hamnosys list
we,,,,,,,,Khushi,hamnosys list
weapon,,,,,,,Sign not available,Khushi,hamnosys list
weaver,,,,,,,,Khushi,hamnosys list
weigh,,,,,,,,Khushi,hamnosys list
welcome,,,,,,,,Khushi,hamnosys list
what,,,,,,,,Khushi,hamnosys list
wheat,,,,,,,,Khushi,hamnosys list
when,,,,,,,,Khushi,hamnosys list
where,,,,,,,,Khushi,hamnosys list
which,,,,,,,,Khushi,hamnosys list
whistle,,,,,,,,Khushi,hamnosys list
who,,,,,,,,Khushi,hamnosys list
why,,,,,,,,Khushi,hamnosys list
win,,,,,,,,Khushi,hamnosys list
wipe,,,,,,,,Khushi,hamnosys list
wire,,,,,,,,Khushi,hamnosys list
wish,,,,,,,,Khushi,hamnosys list
without,,,,,,,,Khushi,hamnosys list
word,,,,,,,,Khushi,hamnosys list
work,,,,,,,,Khushi,hamnosys list
worn(warn),,,,,,,,Khushi,hamnosys list
worry,,,,,,,,Khushi,hamnosys list
wrestling,,,,,,,,Khushi,hamnosys list
write,,,,,,,,Khushi,hamnosys list
wrong,,,,,,,,Khushi,hamnosys list
tabla,,,,,,,,Khushi,hamnosys list
tablet,,,,,,,,Khushi,hamnosys list
table-tennis,,,,,,,,Khushi,hamnosys list
tailor,,,,,,,,Khushi,hamnosys list
take,,,,,,,,Khushi,hamnosys list
talk,,,,,,,,Khushi,hamnosys list
tamil,,,,,,,,Khushi,hamnosys list
tap,,,,,,,,Khushi,hamnosys list
taste,,,,,,,,Khushi,hamnosys list
taxi,,,,,,,,Khushi,hamnosys list
teach,,,,,,,,Khushi,hamnosys list
teacher,,,,,,,,Khushi,hamnosys list
tear,,,,,,,,Khushi,hamnosys list
tease,,,,,,,,Khushi,hamnosys list
teat,,,,,,,,Khushi,hamnosys list
telgu,,,,,,,,Khushi,hamnosys list
tell,,,,,,,,Khushi,hamnosys list
temperature,,,,,,,,Khushi,hamnosys list
temple,,,,,,,,Khushi,hamnosys list
ten,,,,,,,,Khushi,hamnosys list
tennis,,,,,,,,Khushi,hamnosys list
that,,,,,,,,Khushi,hamnosys list
their,,,,,,,,Khushi,hamnosys list
them,,,,,,,,Khushi,hamnosys list
themselves,,,,,,,,Khushi,hamnosys list
then,,,,,,,,Khushi,hamnosys list
there,,,,,,,,Khushi,hamnosys list
thermometer,,,,,,,,Khushi,hamnosys list
thermus,,,,,,,,Khushi,hamnosys list
these,,,,,,,,Khushi,hamnosys list
they,,,,,,,,Khushi,hamnosys list
theif,,,,,,,,Khushi,hamnosys list
this,,,,,,,,Khushi,hamnosys list
thorn,,,,,,,,Khushi,hamnosys list
those,,,,,,,,Khushi,hamnosys list
thread,,,,,,,,Khushi,hamnosys list
throw,,,,,,,,Khushi,hamnosys list
ticket,,,,,,,,Khushi,hamnosys list
ticket checker,,,,,,,Sign not available,Khushi,hamnosys list
tie,,,,,,,,Khushi,hamnosys list
tiffin box,,,,,,,,Khushi,hamnosys list
tighten,,,,,,,,Khushi,hamnosys list
time,,,,,,,,Khushi,hamnosys list
today,,,,,,,,Khushi,hamnosys list
together,,,,,,,,Khushi,hamnosys list
tomato,,,,,,,,Khushi,hamnosys list
tomorrow,,,,,,,,Khushi,hamnosys list
tools,,,,,,,,Khushi,hamnosys list
touch,,,,,,,,Khushi,hamnosys list
toward,,,,,,,,Khushi,hamnosys list
town,,,,,,,,Khushi,hamnosys list
track,,,,,,,,Khushi,hamnosys list
trade-equipment,,,,,,,,Khushi,hamnosys list
train,,,,,,,,Khushi,hamnosys list
transport,,,,,,,,Khushi,hamnosys list
travel,,,,,,,,Khushi,hamnosys list
tree,,,,,,,,Khushi,hamnosys list
trophy,,,,,,,,Khushi,hamnosys list
truck,,,,,,,,Khushi,hamnosys list
truth,,,,,,,,Khushi,hamnosys list
try,,,,,,,,Khushi,hamnosys list
tub,,,,,,,,Khushi,hamnosys list
turn,,,,,,,,Khushi,hamnosys list
turnip,,,,,,,,Khushi,hamnosys list
typewriter,,,,,,,,Khushi,hamnosys list
typist,,,,,,,,Khushi,hamnosys list
Aeroplane ,,,,,,,,Khushi,hamnosys list
AutoRickshaw ,,,,,,,,Khushi,hamnosys list
All ,,,,,,,,Khushi,hamnosys list
Result ,,,,,,,,Khushi,hamnosys list
Out ,,,,,,,,Khushi,hamnosys list
Good ,,,,,,,,Khushi,hamnosys list
Alive ,,,,,,,,Khushi,hamnosys list
Health ,,,,,,,,Khushi,hamnosys list
Angry ,,,,,,,,Khushi,hamnosys list
Fruit,,,,,,,,Khushi,hamnosys list
Tap,,,,,,,,Khushi,hamnosys list
Jealous,,,,,,,,Khushi,hamnosys list
Mind,,,,,,,,Khushi,hamnosys list
Power,,,,,,,,Khushi,hamnosys list
Child,,,,,,,,Khushi,hamnosys list
Bus,,,,,,,,Khushi,hamnosys list
Water,,,,,,,,Khushi,hamnosys list
One,,,,,,,,Khushi,hamnosys list
Three,,,,,,,,Khushi,hamnosys list
Zero,,,,,,,,Khushi,hamnosys list
See,,,,,,,,Khushi,hamnosys list
Me,,,,,,,,Khushi,hamnosys list
You,,,,,,,,Khushi,hamnosys list
Teeth,,,,,,,,Khushi,hamnosys list
Deaf,,,,,,,,Khushi,hamnosys list
Pick,,,,,,,,Khushi,hamnosys list
Two,,,,,,,,Khushi,hamnosys list
Mother,,,,,,,,Khushi,hamnosys list
Eat,,,,,,,,Khushi,hamnosys list
After,,,,,,,,Khushi,hamnosys list
Before,,,,,,,,Khushi,hamnosys list
Dream,,,,,,,,Khushi,hamnosys list
Day,,,,,,,,Khushi,hamnosys list
Hungry,,,,,,,,Khushi,hamnosys list
Read,,,,,,,,Khushi,hamnosys list
Talk,,,,,,,,Khushi,hamnosys list
Body,,,,,,,,Khushi,hamnosys list
Fear,,,,,,,,Khushi,hamnosys list
Flood,,,,,,,,Khushi,hamnosys list
Home,,,,,,,,Khushi,hamnosys list
Roof,,,,,,,,Khushi,hamnosys list
Run,,,,,,,,Khushi,hamnosys list
Up,,,,,,,,Khushi,hamnosys list
Tight,,,,,,,,Khushi,hamnosys list
Bird,,,,,,,,Khushi,hamnosys list
Time,,,,,,,,Khushi,hamnosys list
Pot,,,,,,,,Khushi,hamnosys list
Computer,,,,,,,,Khushi,hamnosys list
Ten,,,,,,,,Khushi,hamnosys list
Fight,,,,,,,,Khushi,hamnosys list
Big,,,,,,,,Khushi,hamnosys list
Hang,,,,,,,,Khushi,hamnosys list
Heart Beat,,,,,,,,Khushi,hamnosys list
Her,,,,,,,,Khushi,hamnosys list
Hers,,,,,,,,Khushi,hamnosys list
Hill,,,,,,,,Khushi,hamnosys list
Him,,,,,,,,Khushi,hamnosys list
Himself,,,,,,,,Khushi,hamnosys list
Hindi,,,,,,,,Khushi,hamnosys list
Hindu,,,,,,,,Khushi,hamnosys list
His,,,,,,,,Khushi,hamnosys list
Hockey,,,,,,,,Khushi,hamnosys list
Hold,,,,,,,,Khushi,hamnosys list
Hun,,,,,,,,Khushi,hamnosys list
Hungry,,,,,,,,Khushi,hamnosys list
Big ,,,,,,,,Khushi,hamnosys list
Jug ,,,,,,,,Khushi,hamnosys list
Break ,,,,,,,,Khushi,hamnosys list
Brush ,,,,,,,,Khushi,hamnosys list
Before ,,,,,,,,Khushi,hamnosys list
After,,,,,,,,Khushi,hamnosys list
Busy,,,,,,,,Khushi,hamnosys list
Bulb ,,,,,,,,Khushi,hamnosys list
Bring ,,,,,,,,Khushi,hamnosys list
Divide ,,,,,,,,Khushi,hamnosys list
Bus,,,,,,,,Khushi,hamnosys list
Body,,,,,,,,Khushi,hamnosys list
Power,,,,,,,,Khushi,hamnosys list
Mind,,,,,,,,Khushi,hamnosys list
Think,,,,,,,,Khushi,hamnosys list
Tub,,,,,,,,Khushi,hamnosys list
Tap,,,,,,,,Khushi,hamnosys list
Letter,,,,,,,,Khushi,hamnosys list
closed hand,,,,,,,,Khushi,hamnosys list
thumb,,,,,,, ,Khushi,hamnosys list
round-hand,,,,,,,,Khushi,hamnosys list
semi-round hand,,,,,,,,Khushi,hamnosys list
bent-hand,,,,,,,,Khushi,hamnosys list
thumb-little-finger,,,,,,,,Khushi,hamnosys list
little-finger hand,,,,,,,,Khushi,hamnosys list
2-3 finger bent,,,,,,,,Khushi,hamnosys list
open hand,,,,,,,,Khushi,hamnosys list
tippi,,,,,,,,Khushi,hamnosys list
koli,,,,,,,,Khushi,hamnosys list
la,,,,,,,,Khushi,hamnosys list
open ,,,,,,,,Khushi,hamnosys list
more,,,,,,,,Khushi,hamnosys list
no,,,,,,,,Khushi,hamnosys list
cannot,,,,,,,,Khushi,hamnosys list
half-past,,,,,,,,Khushi,hamnosys list
contact,,,,,,,,Khushi,hamnosys list
plan,,,,,,,,Khushi,hamnosys list
around,,,,,,,,Khushi,hamnosys list
atlast,,,,,,,,Khushi,hamnosys list
crow,,,,,,,,Khushi,hamnosys list
very,,,,,,,,Khushi,hamnosys list
thirsty,,,,,,,,Khushi,hamnosys list
was,,,,,,,,Khushi,hamnosys list
less,,,,,,,,Khushi,hamnosys list
beak,,,,,,,,Khushi,hamnosys list
reach,,,,,,,,Khushi,hamnosys list
five,,,,,,,,Khushi,hamnosys list
four,,,,,,,,Khushi,hamnosys list
Draw,,,,,,,,Khushi,hamnosys list
Doctor,,,,,,,,Khushi,hamnosys list
me,,,,,,,,Khushi,hamnosys list
Ignore,,,,,,,,Khushi,hamnosys list
Improve,,,,,,,,Khushi,hamnosys list
Increase,,,,,,,,Khushi,hamnosys list
Injection,,,,,,,,Khushi,hamnosys list
Intelligent,,,,,,,,Khushi,hamnosys list
Kannada,,,,,,,,Khushi,hamnosys list
Kanpur,,,,,,,,Khushi,hamnosys list
Key,,,,,,,,Khushi,hamnosys list
Kite,,,,,,,,Khushi,hamnosys list
Know,,,,,,,,Khushi,hamnosys list
Knowledge,,,,,,,,Khushi,hamnosys list
Jain,,,,,,,,Khushi,hamnosys list
Jealous,,,,,,,,Khushi,hamnosys list
Jug,,,,,,,,Khushi,hamnosys list
deaf,,,,,,,,Khushi,hamnosys list
send,,,,,,,,Khushi,hamnosys list
shake,,,,,,,,Khushi,hamnosys list
1month,,,,,,,,Amritsar school,29 Dec 16
2months,,,,,,,,Amritsar school,29 Dec 16
above,,,,,,,,Amritsar school,29 Dec 16
acting,,,,,,,,Amritsar school,29 Dec 16
active,,,,,,,,Amritsar school,29 Dec 16
add,,,,,,,,Amritsar school,29 Dec 16
aeroplane,,,,,,,,Amritsar school,29 Dec 16
age,,,,,,,,Amritsar school,29 Dec 16
allow,,,,,,,,Amritsar school,29 Dec 16
allow,,,,,,,,Amritsar school,29 Dec 16
alone,,,,,,,,Amritsar school,29 Dec 16
always,,,,,,,,Amritsar school,29 Dec 16
among,,,,,,,,Amritsar school,29 Dec 16
answer,,,,,,,,Amritsar school,29 Dec 16
any,,,,,,,,Amritsar school,29 Dec 16
around,,,,,,,,Amritsar school,29 Dec 16
arrange,,,,,,,,Amritsar school,29 Dec 16
arrest,,,,,,,,Amritsar school,29 Dec 16
arrive,,,,,,,,Amritsar school,29 Dec 16
art,,,,,,,,Amritsar school,29 Dec 16
at,,,,,,,,Amritsar school,29 Dec 16
bag,,,,,,,,Amritsar school,29 Dec 16
ball,,,,,,,,Amritsar school,29 Dec 16
ball,,,,,,,,Amritsar school,29 Dec 16
bandage,,,,,,,,Amritsar school,29 Dec 16
bath,,,,,,,,Amritsar school,29 Dec 16
below,,,,,,,,Amritsar school,29 Dec 16
best,,,,,,,,Amritsar school,29 Dec 16
book,,,,,,,,Amritsar school,29 Dec 16
bowl,,,,,,,,Amritsar school,29 Dec 16
bowl,,,,,,,,Amritsar school,29 Dec 16
bye,,,,,,,,Amritsar school,29 Dec 16
child,,,,,,,,Amritsar school,29 Dec 16
children,,,,,,,,Amritsar school,29 Dec 16
circle,,,,,,,,Amritsar school,29 Dec 16
class,,,,,,,,Amritsar school,29 Dec 16
close,,,,,,,,Amritsar school,29 Dec 16
colours,,,,,,,,Amritsar school,29 Dec 16
complaint,,,,,,,,Amritsar school,29 Dec 16
concentrate,,,,,,,,Amritsar school,29 Dec 16
continue,,,,,,,,Amritsar school,29 Dec 16
correct,,,,,,,,Amritsar school,29 Dec 16
dance,,,,,,,,Amritsar school,29 Dec 16
deaf,,,,,,,,Amritsar school,29 Dec 16
decrease,,,,,,,,Amritsar school,29 Dec 16
delete,,,,,,,,Amritsar school,29 Dec 16
different,,,,,,,,Amritsar school,29 Dec 16
doctor,,,,,,,,Amritsar school,29 Dec 16
doctor1,,,,,,,,Amritsar school,29 Dec 16
down,,,,,,,,Amritsar school,29 Dec 16
drinking,,,,,,,,Amritsar school,29 Dec 16
easy,,,,,,,,Amritsar school,29 Dec 16
empty,,,,,,,,Amritsar school,29 Dec 16
english,,,,,,,,Amritsar school,29 Dec 16
equal,,,,,,,,Amritsar school,29 Dec 16
exam,,,,,,,,Amritsar school,29 Dec 16
Feel,,,,,,,,Amritsar school,29 Dec 16
feel,,,,,,,,Amritsar school,29 Dec 16
fly,,,,,,,,Amritsar school,29 Dec 16
food,,,,,,,,Amritsar school,29 Dec 16
fruit,,,,,,,,Amritsar school,29 Dec 16
fruit,,,,,,,,Amritsar school,29 Dec 16
girl,,,,,,,,Amritsar school,29 Dec 16
green,,,,,,,,Amritsar school,29 Dec 16
he,,,,,,,,Amritsar school,29 Dec 16
hold,,,,,,,,Amritsar school,29 Dec 16
I,,,,,,,,Amritsar school,29 Dec 16
idea,,,,,,,,Amritsar school,29 Dec 16
Important,,,,,,,,Amritsar school,29 Dec 16
important,,,,,,,,Amritsar school,29 Dec 16
impossible,,,,,,,,Amritsar school,29 Dec 16
impossible,,,,,,,,Amritsar school,29 Dec 16
information,,,,,,,,Amritsar school,29 Dec 16
internet,,,,,,, ,Amritsar school,29 Dec 16
keep,,,,,,,,Amritsar school,29 Dec 16
key,,,,,,,,Amritsar school,29 Dec 16
keyboard,,,,,,,,Amritsar school,29 Dec 16
level,,,,,,,,Amritsar school,29 Dec 16
line,,,,,,,,Amritsar school,29 Dec 16
long,,,,,,,,Amritsar school,29 Dec 16
loss,,,,,,,,Amritsar school,29 Dec 16
loss1,,,,,,,,Amritsar school,29 Dec 16
mango,,,,,,,,Amritsar school,29 Dec 16
manner,,,,,,,,Amritsar school,29 Dec 16
me,,,,,,,,Amritsar school,29 Dec 16
mind,,,,,,,,Amritsar school,29 Dec 16
mistake,,,,,,,,Amritsar school,29 Dec 16
mistake,,,,,,,,Amritsar school,29 Dec 16
name,,,,,,,,Amritsar school,29 Dec 16
new,,,,,,,,Amritsar school,29 Dec 16
no,,,,,,,,Amritsar school,29 Dec 16
on,,,,,,,,Amritsar school,29 Dec 16
open,,,,,,,,Amritsar school,29 Dec 16
opraise/clap(deaf),,,,,,,,Amritsar school,29 Dec 16
organise,,,,,,,,Amritsar school,29 Dec 16
own,,,,,,,,Amritsar school,29 Dec 16
parts,,,,,,,,Amritsar school,29 Dec 16
past,,,,,,,,Amritsar school,29 Dec 16
pen,,,,,,,,Amritsar school,29 Dec 16
phone,,,,,,,,Amritsar school,29 Dec 16
pink,,,,,,,,Amritsar school,29 Dec 16
place,,,,,,,,Amritsar school,29 Dec 16
possible,,,,,,,,Amritsar school,29 Dec 16
possible,,,,,,,,Amritsar school,29 Dec 16
pot,,,,,,,,Amritsar school,29 Dec 16
power,,,,,,,,Amritsar school,29 Dec 16
power,,,,,,,  ,Amritsar school,29 Dec 16
practice,,,,,,,,Amritsar school,29 Dec 16
prayer,,,,,,,,Amritsar school,29 Dec 16
problem,,,,,,,,Amritsar school,29 Dec 16
profit,,,,,,,,Amritsar school,29 Dec 16
quiet,,,,,,,,Amritsar school,29 Dec 16
rectangle,,,,,,,,Amritsar school,29 Dec 16
relation,,,,,,,,Amritsar school,29 Dec 16
remind,,,,,,,,Amritsar school,29 Dec 16
remove,,,,,,,,Amritsar school,29 Dec 16
research,,,,,,,,Amritsar school,29 Dec 16
sad,,,,,,,,Amritsar school,29 Dec 16
save,,,,,,,,Amritsar school,29 Dec 16
science,,,,,,,,Amritsar school,29 Dec 16
search,,,,,,,,Amritsar school,29 Dec 16
see,,,,,,,,Amritsar school,29 Dec 16
sewing machine,,,,,,,,Amritsar school,29 Dec 16
short,,,,,,,,Amritsar school,29 Dec 16
show,,,,,,,,Amritsar school,29 Dec 16
show,,,,,,,,Amritsar school,29 Dec 16
sign,,,,,,,,Amritsar school,29 Dec 16
stay,,,,,,, ,Amritsar school,29 Dec 16
tall,,,,,,,,Amritsar school,29 Dec 16
teach me,,,,,,, ,Amritsar school,29 Dec 16
teach you,,,,,,,,Amritsar school,29 Dec 16
teacher,,,,,,,,Amritsar school,29 Dec 16
tell,,,,,,, ,Amritsar school,29 Dec 16
thank you,,,,,,,,Amritsar school,29 Dec 16
these,,,,,,,,Amritsar school,29 Dec 16
they,,,,,,,,Amritsar school,29 Dec 16
this,,,,,,,,Amritsar school,29 Dec 16
those,,,,,,,,Amritsar school,29 Dec 16
tomorrow,,,,,,,,Amritsar school,29 Dec 16
train,,,,,,,,Amritsar school,29 Dec 16
truth,,,,,,,,Amritsar school,29 Dec 16
tub,,,,,,,,Amritsar school,29 Dec 16
TV,,,,,,,,Amritsar school,29 Dec 16
up,,,,,,,,Amritsar school,29 Dec 16
vegetable,,,,,,,,Amritsar school,29 Dec 16
water,,,,,,,,Amritsar school,29 Dec 16
water1,,,,,,,,Amritsar school,29 Dec 16
weight,,,,,,,,Amritsar school,29 Dec 16
what,,,,,,,,Amritsar school,29 Dec 16
when,,,,,,,,Amritsar school,29 Dec 16
who,,,,,,,,Amritsar school,29 Dec 16
wire,,,,,,,,Amritsar school,29 Dec 16
with,,,,,,,,Amritsar school,29 Dec 16
your,,,,,,,,Amritsar school,29 Dec 16